embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date
mDeBERTa-T,turkish,-1,KMeans,reg,mmm,1225,20.093726295002853,0.00027575426082049434,2025-08-21 16:03:37.288418
XLM-R-T,turkish,-1,KMeans,reg,mean,1225,19.302328735997435,0.0002470687119612139,2025-08-21 16:03:57.108532
XLM-R-T,turkish,-1,KMeans,reg,mmm,1225,19.194474189003813,0.00025415153039083725,2025-08-21 16:04:16.819303
BGE-M3-S,turkish,-1,KMeans,reg,mean,1225,19.593365941007505,0.0002639124041494147,2025-08-21 16:04:36.929121
BGE-M3-S,turkish,-1,KMeans,reg,mmm,1225,19.833837045996916,0.0002562957056310549,2025-08-21 16:04:57.281143
MiniLM-S,turkish,-1,KMeans,reg,mean,1225,17.53431779499806,0.00022742856686215477,2025-08-21 16:05:15.335907
MiniLM-S,turkish,-1,KMeans,reg,mmm,1225,17.737303417990915,0.00022728691398655071,2025-08-21 16:05:33.591933
mE5-S,turkish,-1,KMeans,reg,mean,1225,17.836514166003326,0.0002373797253928591,2025-08-21 16:05:51.944959
mE5-S,turkish,-1,KMeans,reg,mmm,1225,17.55205133499112,0.00023469575705707072,2025-08-21 16:06:10.019488
MPNet-S,turkish,-1,KMeans,reg,mean,1225,19.18576060999476,0.00025311031415042255,2025-08-21 16:06:29.719918
MPNet-S,turkish,-1,KMeans,reg,mmm,1225,19.3641523559927,0.000262529535072878,2025-08-21 16:06:49.599208
mBERT-T,turkish,-1,KMeans++,reg,mean,1225,19.511237361002713,0.0002614972382196432,2025-08-21 16:07:09.623730
mBERT-T,turkish,-1,KMeans++,reg,mmm,1225,19.807734614994843,0.00026934598291767785,2025-08-21 16:07:29.945821
mT5-T,turkish,-1,KMeans++,reg,mean,1225,19.771236172004137,0.0002681407655285611,2025-08-21 16:07:50.231791
mT5-T,turkish,-1,KMeans++,reg,mmm,1225,19.95189546199981,0.00026771558940147903,2025-08-21 16:08:10.700349
